12548	BlockFieldMatrix.java	BlockFieldMatrix	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12548	BlockFieldMatrix.java	BlockFieldMatrix	jBlock	int	0	NIL-FOR	$ < blockColumns
1314	BlockFieldMatrix.java	BlockFieldMatrix	copyArray	boolean	0	DEF	$
12549	BlockFieldMatrix.java	toBlocksLayout	rawData	T[][]	0	NIL-FOR	i < $.length
12550	BlockFieldMatrix.java	toBlocksLayout	iBlock	int	0	NIL-FOR	$ < blockRows
12551	BlockFieldMatrix.java	toBlocksLayout	jBlock	int	0	NIL-FOR	$ < blockColumns
12552	BlockFieldMatrix.java	toBlocksLayout	p	int	0	NIL-FOR	$ < pEnd
12552	BlockFieldMatrix.java	toBlocksLayout	pEnd	int	0	NIL-FOR	p < $
12553	BlockFieldMatrix.java	createBlocksLayout	iBlock	int	0	NIL-FOR	$ < blockRows
12554	BlockFieldMatrix.java	createBlocksLayout	jBlock	int	0	NIL-FOR	$ < blockColumns
12556	BlockFieldMatrix.java	add	out	BlockFieldMatrix<T>	0	NIL-FOR	iBlock < $.blockRows
12557	BlockFieldMatrix.java	add	out	BlockFieldMatrix<T>	0	NIL-FOR	jBlock < $.blockColumns
12558	BlockFieldMatrix.java	add	p	int	0	NIL-FOR	$ < pEnd
12558	BlockFieldMatrix.java	add	pEnd	int	0	NIL-FOR	p < $
12559	BlockFieldMatrix.java	add	q	int	0	NIL-FOR	$ < qEnd
12559	BlockFieldMatrix.java	add	qEnd	int	0	NIL-FOR	q < $
12562	BlockFieldMatrix.java	subtract	out	BlockFieldMatrix<T>	0	NIL-FOR	iBlock < $.blockRows
12563	BlockFieldMatrix.java	subtract	out	BlockFieldMatrix<T>	0	NIL-FOR	jBlock < $.blockColumns
12564	BlockFieldMatrix.java	subtract	p	int	0	NIL-FOR	$ < pEnd
12564	BlockFieldMatrix.java	subtract	pEnd	int	0	NIL-FOR	p < $
12565	BlockFieldMatrix.java	subtract	q	int	0	NIL-FOR	$ < qEnd
12565	BlockFieldMatrix.java	subtract	qEnd	int	0	NIL-FOR	q < $
12572	BlockFieldMatrix.java	multiply	out	BlockFieldMatrix<T>	0	NIL-FOR	iBlock < $.blockRows
12573	BlockFieldMatrix.java	multiply	out	BlockFieldMatrix<T>	0	NIL-FOR	jBlock < $.blockColumns
12574	BlockFieldMatrix.java	multiply	kBlock	int	0	NIL-FOR	$ < blockColumns
12575	BlockFieldMatrix.java	multiply	p	int	0	NIL-FOR	$ < pEnd
12575	BlockFieldMatrix.java	multiply	pEnd	int	0	NIL-FOR	p < $
12576	BlockFieldMatrix.java	multiply	q	int	0	NIL-FOR	$ < qEnd
12576	BlockFieldMatrix.java	multiply	qEnd	int	0	NIL-FOR	q < $
12578	BlockFieldMatrix.java	multiply	out	BlockFieldMatrix<T>	0	NIL-FOR	iBlock < $.blockRows
12579	BlockFieldMatrix.java	multiply	out	BlockFieldMatrix<T>	0	NIL-FOR	jBlock < $.blockColumns
12580	BlockFieldMatrix.java	multiply	kBlock	int	0	NIL-FOR	$ < blockColumns
12581	BlockFieldMatrix.java	multiply	p	int	0	NIL-FOR	$ < pEnd
12581	BlockFieldMatrix.java	multiply	pEnd	int	0	NIL-FOR	p < $
12585	BlockFieldMatrix.java	getData	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12585	BlockFieldMatrix.java	getData	iBlock	int	0	NIL-FOR	$ < blockRows
12586	BlockFieldMatrix.java	getData	p	int	0	NIL-FOR	$ < pEnd
12586	BlockFieldMatrix.java	getData	pEnd	int	0	NIL-FOR	p < $
12588	BlockFieldMatrix.java	getSubMatrix	out	BlockFieldMatrix<T>	0	NIL-FOR	iBlock < $.blockRows
12589	BlockFieldMatrix.java	getSubMatrix	out	BlockFieldMatrix<T>	0	NIL-FOR	jBlock < $.blockColumns
1316	BlockFieldMatrix.java	getSubMatrix	heightExcess	int	1	DEF	$ > 0
1317	BlockFieldMatrix.java	getSubMatrix	widthExcess	int	1	DEF	$ > 0
1318	BlockFieldMatrix.java	getSubMatrix	widthExcess	int	1	DEF	$ > 0
1319	BlockFieldMatrix.java	setSubMatrix	refLength	int	0	NoDataException	$ == 0
12593	BlockFieldMatrix.java	setSubMatrix	iEnd	int	0	NIL-FOR	i < $
12594	BlockFieldMatrix.java	getRowMatrix	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12594	BlockFieldMatrix.java	getRowMatrix	jBlock	int	0	NIL-FOR	$ < blockColumns
12595	BlockFieldMatrix.java	setRowMatrix	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12595	BlockFieldMatrix.java	setRowMatrix	jBlock	int	0	NIL-FOR	$ < blockColumns
12596	BlockFieldMatrix.java	getColumnMatrix	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12596	BlockFieldMatrix.java	getColumnMatrix	iBlock	int	0	NIL-FOR	$ < blockRows
12597	BlockFieldMatrix.java	getColumnMatrix	iHeight	int	0	NIL-FOR	i < $
12598	BlockFieldMatrix.java	setColumnMatrix	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12598	BlockFieldMatrix.java	setColumnMatrix	iBlock	int	0	NIL-FOR	$ < blockRows
12599	BlockFieldMatrix.java	setColumnMatrix	iHeight	int	0	NIL-FOR	i < $
12600	BlockFieldMatrix.java	getRowVector	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12600	BlockFieldMatrix.java	getRowVector	jBlock	int	0	NIL-FOR	$ < blockColumns
12601	BlockFieldMatrix.java	getColumnVector	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12601	BlockFieldMatrix.java	getColumnVector	iBlock	int	0	NIL-FOR	$ < blockRows
12602	BlockFieldMatrix.java	getColumnVector	iHeight	int	0	NIL-FOR	i < $
12603	BlockFieldMatrix.java	getRow	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12603	BlockFieldMatrix.java	getRow	jBlock	int	0	NIL-FOR	$ < blockColumns
12604	BlockFieldMatrix.java	setRow	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12604	BlockFieldMatrix.java	setRow	jBlock	int	0	NIL-FOR	$ < blockColumns
12605	BlockFieldMatrix.java	getColumn	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12605	BlockFieldMatrix.java	getColumn	iBlock	int	0	NIL-FOR	$ < blockRows
12606	BlockFieldMatrix.java	getColumn	iHeight	int	0	NIL-FOR	i < $
12607	BlockFieldMatrix.java	setColumn	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12607	BlockFieldMatrix.java	setColumn	iBlock	int	0	NIL-FOR	$ < blockRows
12608	BlockFieldMatrix.java	setColumn	iHeight	int	0	NIL-FOR	i < $
12609	BlockFieldMatrix.java	transpose	iBlock	int	0	NIL-FOR	$ < blockColumns
12610	BlockFieldMatrix.java	transpose	jBlock	int	0	NIL-FOR	$ < blockRows
12611	BlockFieldMatrix.java	transpose	p	int	0	NIL-FOR	$ < pEnd
12611	BlockFieldMatrix.java	transpose	pEnd	int	0	NIL-FOR	p < $
12612	BlockFieldMatrix.java	transpose	q	int	0	NIL-FOR	$ < qEnd
12612	BlockFieldMatrix.java	transpose	qEnd	int	0	NIL-FOR	q < $
12613	BlockFieldMatrix.java	operate	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12613	BlockFieldMatrix.java	operate	iBlock	int	0	NIL-FOR	$ < blockRows
12614	BlockFieldMatrix.java	operate	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12614	BlockFieldMatrix.java	operate	jBlock	int	0	NIL-FOR	$ < blockColumns
12615	BlockFieldMatrix.java	operate	p	int	0	NIL-FOR	$ < pEnd
12615	BlockFieldMatrix.java	operate	pEnd	int	0	NIL-FOR	p < $
12617	BlockFieldMatrix.java	operate	q	int	0	NIL-WHILE	$ < qEnd
12617	BlockFieldMatrix.java	operate	qEnd	int	0	NIL-WHILE	q < $
12618	BlockFieldMatrix.java	preMultiply	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12618	BlockFieldMatrix.java	preMultiply	jBlock	int	0	NIL-FOR	$ < blockColumns
12619	BlockFieldMatrix.java	preMultiply	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12619	BlockFieldMatrix.java	preMultiply	iBlock	int	0	NIL-FOR	$ < blockRows
12620	BlockFieldMatrix.java	preMultiply	q	int	0	NIL-FOR	$ < qEnd
12620	BlockFieldMatrix.java	preMultiply	qEnd	int	0	NIL-FOR	q < $
12622	BlockFieldMatrix.java	preMultiply	p	int	0	NIL-WHILE	$ < pEnd
12622	BlockFieldMatrix.java	preMultiply	pEnd	int	0	NIL-WHILE	p < $
12623	BlockFieldMatrix.java	walkInRowOrder	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12623	BlockFieldMatrix.java	walkInRowOrder	iBlock	int	0	NIL-FOR	$ < blockRows
12624	BlockFieldMatrix.java	walkInRowOrder	p	int	0	NIL-FOR	$ < pEnd
12624	BlockFieldMatrix.java	walkInRowOrder	pEnd	int	0	NIL-FOR	p < $
12625	BlockFieldMatrix.java	walkInRowOrder	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12625	BlockFieldMatrix.java	walkInRowOrder	jBlock	int	0	NIL-FOR	$ < blockColumns
12626	BlockFieldMatrix.java	walkInRowOrder	q	int	0	NIL-FOR	$ < qEnd
12626	BlockFieldMatrix.java	walkInRowOrder	qEnd	int	0	NIL-FOR	q < $
12627	BlockFieldMatrix.java	walkInRowOrder	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12627	BlockFieldMatrix.java	walkInRowOrder	iBlock	int	0	NIL-FOR	$ < blockRows
12628	BlockFieldMatrix.java	walkInRowOrder	p	int	0	NIL-FOR	$ < pEnd
12628	BlockFieldMatrix.java	walkInRowOrder	pEnd	int	0	NIL-FOR	p < $
12629	BlockFieldMatrix.java	walkInRowOrder	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12629	BlockFieldMatrix.java	walkInRowOrder	jBlock	int	0	NIL-FOR	$ < blockColumns
12630	BlockFieldMatrix.java	walkInRowOrder	q	int	0	NIL-FOR	$ < qEnd
12630	BlockFieldMatrix.java	walkInRowOrder	qEnd	int	0	NIL-FOR	q < $
12632	BlockFieldMatrix.java	walkInRowOrder	p	int	0	NIL-FOR	$ < pEnd
12632	BlockFieldMatrix.java	walkInRowOrder	pEnd	int	0	NIL-FOR	p < $
12634	BlockFieldMatrix.java	walkInRowOrder	q	int	0	NIL-FOR	$ < qEnd
12634	BlockFieldMatrix.java	walkInRowOrder	qEnd	int	0	NIL-FOR	q < $
12636	BlockFieldMatrix.java	walkInRowOrder	p	int	0	NIL-FOR	$ < pEnd
12636	BlockFieldMatrix.java	walkInRowOrder	pEnd	int	0	NIL-FOR	p < $
12638	BlockFieldMatrix.java	walkInRowOrder	q	int	0	NIL-FOR	$ < qEnd
12638	BlockFieldMatrix.java	walkInRowOrder	qEnd	int	0	NIL-FOR	q < $
12639	BlockFieldMatrix.java	walkInOptimizedOrder	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12639	BlockFieldMatrix.java	walkInOptimizedOrder	iBlock	int	0	NIL-FOR	$ < blockRows
12640	BlockFieldMatrix.java	walkInOptimizedOrder	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12640	BlockFieldMatrix.java	walkInOptimizedOrder	jBlock	int	0	NIL-FOR	$ < blockColumns
12641	BlockFieldMatrix.java	walkInOptimizedOrder	p	int	0	NIL-FOR	$ < pEnd
12641	BlockFieldMatrix.java	walkInOptimizedOrder	pEnd	int	0	NIL-FOR	p < $
12642	BlockFieldMatrix.java	walkInOptimizedOrder	q	int	0	NIL-FOR	$ < qEnd
12642	BlockFieldMatrix.java	walkInOptimizedOrder	qEnd	int	0	NIL-FOR	q < $
12643	BlockFieldMatrix.java	walkInOptimizedOrder	THIS	BlockFieldMatrix	0	NIL-FOR	iBlock < $.blockRows
12643	BlockFieldMatrix.java	walkInOptimizedOrder	iBlock	int	0	NIL-FOR	$ < blockRows
12644	BlockFieldMatrix.java	walkInOptimizedOrder	THIS	BlockFieldMatrix	0	NIL-FOR	jBlock < $.blockColumns
12644	BlockFieldMatrix.java	walkInOptimizedOrder	jBlock	int	0	NIL-FOR	$ < blockColumns
12645	BlockFieldMatrix.java	walkInOptimizedOrder	p	int	0	NIL-FOR	$ < pEnd
12645	BlockFieldMatrix.java	walkInOptimizedOrder	pEnd	int	0	NIL-FOR	p < $
12646	BlockFieldMatrix.java	walkInOptimizedOrder	q	int	0	NIL-FOR	$ < qEnd
12646	BlockFieldMatrix.java	walkInOptimizedOrder	qEnd	int	0	NIL-FOR	q < $
12649	BlockFieldMatrix.java	walkInOptimizedOrder	p	int	0	NIL-FOR	$ < pEnd
12649	BlockFieldMatrix.java	walkInOptimizedOrder	pEnd	int	0	NIL-FOR	p < $
12650	BlockFieldMatrix.java	walkInOptimizedOrder	q	int	0	NIL-FOR	$ < qEnd
12650	BlockFieldMatrix.java	walkInOptimizedOrder	qEnd	int	0	NIL-FOR	q < $
12653	BlockFieldMatrix.java	walkInOptimizedOrder	p	int	0	NIL-FOR	$ < pEnd
12653	BlockFieldMatrix.java	walkInOptimizedOrder	pEnd	int	0	NIL-FOR	p < $
12654	BlockFieldMatrix.java	walkInOptimizedOrder	q	int	0	NIL-FOR	$ < qEnd
12654	BlockFieldMatrix.java	walkInOptimizedOrder	qEnd	int	0	NIL-FOR	q < $
1669	BlockRealMatrix.java	BlockRealMatrix	copyArray	boolean	1	DEF	$
13064	BlockRealMatrix.java	BlockRealMatrix	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13064	BlockRealMatrix.java	BlockRealMatrix	iBlock	int	0	NIL-FOR	$ < blockRows
13065	BlockRealMatrix.java	BlockRealMatrix	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13065	BlockRealMatrix.java	BlockRealMatrix	jBlock	int	0	NIL-FOR	$ < blockColumns
1671	BlockRealMatrix.java	BlockRealMatrix	copyArray	boolean	0	DEF	$
13066	BlockRealMatrix.java	toBlocksLayout	rawData	double[][]	0	NIL-FOR	i < $.length
13067	BlockRealMatrix.java	toBlocksLayout	iBlock	int	0	NIL-FOR	$ < blockRows
13068	BlockRealMatrix.java	toBlocksLayout	jBlock	int	0	NIL-FOR	$ < blockColumns
13069	BlockRealMatrix.java	toBlocksLayout	p	int	0	NIL-FOR	$ < pEnd
13069	BlockRealMatrix.java	toBlocksLayout	pEnd	int	0	NIL-FOR	p < $
13070	BlockRealMatrix.java	createBlocksLayout	iBlock	int	0	NIL-FOR	$ < blockRows
13071	BlockRealMatrix.java	createBlocksLayout	jBlock	int	0	NIL-FOR	$ < blockColumns
13073	BlockRealMatrix.java	add	out	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13074	BlockRealMatrix.java	add	out	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13075	BlockRealMatrix.java	add	p	int	0	NIL-FOR	$ < pEnd
13075	BlockRealMatrix.java	add	pEnd	int	0	NIL-FOR	p < $
13076	BlockRealMatrix.java	add	q	int	0	NIL-FOR	$ < qEnd
13076	BlockRealMatrix.java	add	qEnd	int	0	NIL-FOR	q < $
13079	BlockRealMatrix.java	subtract	out	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13080	BlockRealMatrix.java	subtract	out	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13081	BlockRealMatrix.java	subtract	p	int	0	NIL-FOR	$ < pEnd
13081	BlockRealMatrix.java	subtract	pEnd	int	0	NIL-FOR	p < $
13082	BlockRealMatrix.java	subtract	q	int	0	NIL-FOR	$ < qEnd
13082	BlockRealMatrix.java	subtract	qEnd	int	0	NIL-FOR	q < $
13089	BlockRealMatrix.java	multiply	out	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13090	BlockRealMatrix.java	multiply	out	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13091	BlockRealMatrix.java	multiply	kBlock	int	0	NIL-FOR	$ < blockColumns
13092	BlockRealMatrix.java	multiply	p	int	0	NIL-FOR	$ < pEnd
13092	BlockRealMatrix.java	multiply	pEnd	int	0	NIL-FOR	p < $
13093	BlockRealMatrix.java	multiply	q	int	0	NIL-FOR	$ < qEnd
13093	BlockRealMatrix.java	multiply	qEnd	int	0	NIL-FOR	q < $
13095	BlockRealMatrix.java	multiply	out	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13096	BlockRealMatrix.java	multiply	out	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13097	BlockRealMatrix.java	multiply	kBlock	int	0	NIL-FOR	$ < blockColumns
13098	BlockRealMatrix.java	multiply	p	int	0	NIL-FOR	$ < pEnd
13098	BlockRealMatrix.java	multiply	pEnd	int	0	NIL-FOR	p < $
13102	BlockRealMatrix.java	getData	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13102	BlockRealMatrix.java	getData	iBlock	int	0	NIL-FOR	$ < blockRows
13103	BlockRealMatrix.java	getData	p	int	0	NIL-FOR	$ < pEnd
13103	BlockRealMatrix.java	getData	pEnd	int	0	NIL-FOR	p < $
13105	BlockRealMatrix.java	getNorm	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13105	BlockRealMatrix.java	getNorm	jBlock	int	0	NIL-FOR	$ < blockColumns
13106	BlockRealMatrix.java	getNorm	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13106	BlockRealMatrix.java	getNorm	iBlock	int	0	NIL-FOR	$ < blockRows
13107	BlockRealMatrix.java	getNorm	jWidth	int	0	NIL-FOR	j < $
13108	BlockRealMatrix.java	getNorm	iHeight	int	0	NIL-FOR	i < $
13109	BlockRealMatrix.java	getNorm	jWidth	int	0	NIL-FOR	j < $
13111	BlockRealMatrix.java	getSubMatrix	out	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13112	BlockRealMatrix.java	getSubMatrix	out	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
1673	BlockRealMatrix.java	getSubMatrix	heightExcess	int	1	DEF	$ > 0
1674	BlockRealMatrix.java	getSubMatrix	widthExcess	int	1	DEF	$ > 0
1675	BlockRealMatrix.java	getSubMatrix	widthExcess	int	1	DEF	$ > 0
1676	BlockRealMatrix.java	setSubMatrix	refLength	int	0	NoDataException	$ == 0
13116	BlockRealMatrix.java	setSubMatrix	iEnd	int	0	NIL-FOR	i < $
13117	BlockRealMatrix.java	getRowMatrix	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13117	BlockRealMatrix.java	getRowMatrix	jBlock	int	0	NIL-FOR	$ < blockColumns
13118	BlockRealMatrix.java	setRowMatrix	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13118	BlockRealMatrix.java	setRowMatrix	jBlock	int	0	NIL-FOR	$ < blockColumns
13119	BlockRealMatrix.java	getColumnMatrix	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13119	BlockRealMatrix.java	getColumnMatrix	iBlock	int	0	NIL-FOR	$ < blockRows
13120	BlockRealMatrix.java	getColumnMatrix	iHeight	int	0	NIL-FOR	i < $
13121	BlockRealMatrix.java	setColumnMatrix	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13121	BlockRealMatrix.java	setColumnMatrix	iBlock	int	0	NIL-FOR	$ < blockRows
13122	BlockRealMatrix.java	setColumnMatrix	iHeight	int	0	NIL-FOR	i < $
13123	BlockRealMatrix.java	getRowVector	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13123	BlockRealMatrix.java	getRowVector	jBlock	int	0	NIL-FOR	$ < blockColumns
13124	BlockRealMatrix.java	getColumnVector	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13124	BlockRealMatrix.java	getColumnVector	iBlock	int	0	NIL-FOR	$ < blockRows
13125	BlockRealMatrix.java	getColumnVector	iHeight	int	0	NIL-FOR	i < $
13126	BlockRealMatrix.java	getRow	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13126	BlockRealMatrix.java	getRow	jBlock	int	0	NIL-FOR	$ < blockColumns
13127	BlockRealMatrix.java	setRow	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13127	BlockRealMatrix.java	setRow	jBlock	int	0	NIL-FOR	$ < blockColumns
13128	BlockRealMatrix.java	getColumn	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13128	BlockRealMatrix.java	getColumn	iBlock	int	0	NIL-FOR	$ < blockRows
13129	BlockRealMatrix.java	getColumn	iHeight	int	0	NIL-FOR	i < $
13130	BlockRealMatrix.java	setColumn	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13130	BlockRealMatrix.java	setColumn	iBlock	int	0	NIL-FOR	$ < blockRows
13131	BlockRealMatrix.java	setColumn	iHeight	int	0	NIL-FOR	i < $
13132	BlockRealMatrix.java	transpose	iBlock	int	0	NIL-FOR	$ < blockColumns
13133	BlockRealMatrix.java	transpose	jBlock	int	0	NIL-FOR	$ < blockRows
13134	BlockRealMatrix.java	transpose	p	int	0	NIL-FOR	$ < pEnd
13134	BlockRealMatrix.java	transpose	pEnd	int	0	NIL-FOR	p < $
13135	BlockRealMatrix.java	transpose	q	int	0	NIL-FOR	$ < qEnd
13135	BlockRealMatrix.java	transpose	qEnd	int	0	NIL-FOR	q < $
13136	BlockRealMatrix.java	operate	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13136	BlockRealMatrix.java	operate	iBlock	int	0	NIL-FOR	$ < blockRows
13137	BlockRealMatrix.java	operate	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13137	BlockRealMatrix.java	operate	jBlock	int	0	NIL-FOR	$ < blockColumns
13138	BlockRealMatrix.java	operate	p	int	0	NIL-FOR	$ < pEnd
13138	BlockRealMatrix.java	operate	pEnd	int	0	NIL-FOR	p < $
13140	BlockRealMatrix.java	operate	q	int	0	NIL-WHILE	$ < qEnd
13140	BlockRealMatrix.java	operate	qEnd	int	0	NIL-WHILE	q < $
13141	BlockRealMatrix.java	preMultiply	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13141	BlockRealMatrix.java	preMultiply	jBlock	int	0	NIL-FOR	$ < blockColumns
13142	BlockRealMatrix.java	preMultiply	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13142	BlockRealMatrix.java	preMultiply	iBlock	int	0	NIL-FOR	$ < blockRows
13143	BlockRealMatrix.java	preMultiply	q	int	0	NIL-FOR	$ < qEnd
13143	BlockRealMatrix.java	preMultiply	qEnd	int	0	NIL-FOR	q < $
13145	BlockRealMatrix.java	preMultiply	p	int	0	NIL-WHILE	$ < pEnd
13145	BlockRealMatrix.java	preMultiply	pEnd	int	0	NIL-WHILE	p < $
13146	BlockRealMatrix.java	walkInRowOrder	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13146	BlockRealMatrix.java	walkInRowOrder	iBlock	int	0	NIL-FOR	$ < blockRows
13147	BlockRealMatrix.java	walkInRowOrder	p	int	0	NIL-FOR	$ < pEnd
13147	BlockRealMatrix.java	walkInRowOrder	pEnd	int	0	NIL-FOR	p < $
13148	BlockRealMatrix.java	walkInRowOrder	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13148	BlockRealMatrix.java	walkInRowOrder	jBlock	int	0	NIL-FOR	$ < blockColumns
13149	BlockRealMatrix.java	walkInRowOrder	q	int	0	NIL-FOR	$ < qEnd
13149	BlockRealMatrix.java	walkInRowOrder	qEnd	int	0	NIL-FOR	q < $
13150	BlockRealMatrix.java	walkInRowOrder	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13150	BlockRealMatrix.java	walkInRowOrder	iBlock	int	0	NIL-FOR	$ < blockRows
13151	BlockRealMatrix.java	walkInRowOrder	p	int	0	NIL-FOR	$ < pEnd
13151	BlockRealMatrix.java	walkInRowOrder	pEnd	int	0	NIL-FOR	p < $
13152	BlockRealMatrix.java	walkInRowOrder	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13152	BlockRealMatrix.java	walkInRowOrder	jBlock	int	0	NIL-FOR	$ < blockColumns
13153	BlockRealMatrix.java	walkInRowOrder	q	int	0	NIL-FOR	$ < qEnd
13153	BlockRealMatrix.java	walkInRowOrder	qEnd	int	0	NIL-FOR	q < $
13155	BlockRealMatrix.java	walkInRowOrder	p	int	0	NIL-FOR	$ < pEnd
13155	BlockRealMatrix.java	walkInRowOrder	pEnd	int	0	NIL-FOR	p < $
13157	BlockRealMatrix.java	walkInRowOrder	q	int	0	NIL-FOR	$ < qEnd
13157	BlockRealMatrix.java	walkInRowOrder	qEnd	int	0	NIL-FOR	q < $
13159	BlockRealMatrix.java	walkInRowOrder	p	int	0	NIL-FOR	$ < pEnd
13159	BlockRealMatrix.java	walkInRowOrder	pEnd	int	0	NIL-FOR	p < $
13161	BlockRealMatrix.java	walkInRowOrder	q	int	0	NIL-FOR	$ < qEnd
13161	BlockRealMatrix.java	walkInRowOrder	qEnd	int	0	NIL-FOR	q < $
13162	BlockRealMatrix.java	walkInOptimizedOrder	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13162	BlockRealMatrix.java	walkInOptimizedOrder	iBlock	int	0	NIL-FOR	$ < blockRows
13163	BlockRealMatrix.java	walkInOptimizedOrder	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13163	BlockRealMatrix.java	walkInOptimizedOrder	jBlock	int	0	NIL-FOR	$ < blockColumns
13164	BlockRealMatrix.java	walkInOptimizedOrder	p	int	0	NIL-FOR	$ < pEnd
13164	BlockRealMatrix.java	walkInOptimizedOrder	pEnd	int	0	NIL-FOR	p < $
13165	BlockRealMatrix.java	walkInOptimizedOrder	q	int	0	NIL-FOR	$ < qEnd
13165	BlockRealMatrix.java	walkInOptimizedOrder	qEnd	int	0	NIL-FOR	q < $
13166	BlockRealMatrix.java	walkInOptimizedOrder	THIS	BlockRealMatrix	0	NIL-FOR	iBlock < $.blockRows
13166	BlockRealMatrix.java	walkInOptimizedOrder	iBlock	int	0	NIL-FOR	$ < blockRows
13167	BlockRealMatrix.java	walkInOptimizedOrder	THIS	BlockRealMatrix	0	NIL-FOR	jBlock < $.blockColumns
13167	BlockRealMatrix.java	walkInOptimizedOrder	jBlock	int	0	NIL-FOR	$ < blockColumns
13168	BlockRealMatrix.java	walkInOptimizedOrder	p	int	0	NIL-FOR	$ < pEnd
13168	BlockRealMatrix.java	walkInOptimizedOrder	pEnd	int	0	NIL-FOR	p < $
13169	BlockRealMatrix.java	walkInOptimizedOrder	q	int	0	NIL-FOR	$ < qEnd
13169	BlockRealMatrix.java	walkInOptimizedOrder	qEnd	int	0	NIL-FOR	q < $
13172	BlockRealMatrix.java	walkInOptimizedOrder	p	int	0	NIL-FOR	$ < pEnd
13172	BlockRealMatrix.java	walkInOptimizedOrder	pEnd	int	0	NIL-FOR	p < $
13173	BlockRealMatrix.java	walkInOptimizedOrder	q	int	0	NIL-FOR	$ < qEnd
13173	BlockRealMatrix.java	walkInOptimizedOrder	qEnd	int	0	NIL-FOR	q < $
